tid,start,end,activity
13,147254498,149954886,place_cheese_into_bowl_core
13,149954886,152688612,place_cheese_into_bowl_post
13,153555403,172158077,cut_tomato_prep
13,172158077,222598660,cut_tomato_core
13,222598660,224565610,cut_tomato_post
13,224565610,225732444,place_tomato_into_bowl_prep
13,225732444,227932760,place_tomato_into_bowl_core
13,227932760,234367018,place_tomato_into_bowl_post
13,234367018,246168715,peel_cucumber_prep
13,246168715,282307242,peel_cucumber_core
13,282307242,296409269,peel_cucumber_post
13,297909485,303510290,cut_cucumber_prep
13,303510290,326046862,cut_cucumber_core
13,326046862,327347049,cut_cucumber_post
13,327347049,329414013,place_cucumber_into_bowl_prep
13,329414013,333881321,place_cucumber_into_bowl_core
13,333881321,334381393,place_cucumber_into_bowl_post
13,346949866,349416888,mix_ingredients_prep
13,349416888,363985648,mix_ingredients_core
13,363985648,366786051,mix_ingredients_post
13,371620079,378821114,add_vinegar_prep
13,378821114,381588178,add_vinegar_core
13,381588178,385222034,add_vinegar_post
13,385988811,391722968,add_oil_prep
13,391722968,396690349,add_oil_core
13,396690349,403891384,add_oil_post
13,404691499,406158376,add_pepper_prep
13,406158376,409092131,add_pepper_core
13,409092131,410559009,add_pepper_post
13,411359124,412692649,add_salt_prep
13,412692649,414026174,add_salt_core
13,414026174,415759756,add_salt_post
13,416193152,417460001,mix_dressing_prep
13,417460001,433195596,mix_dressing_core
13,433228934,444997292,add_dressing_core
13,444997292,447297623,add_dressing_post
13,447564328,453298485,serve_salad_onto_plate_prep
13,453298485,470167576,serve_salad_onto_plate_core
13,470167576,471934497,serve_salad_onto_plate_post
14,0,23536716,cut_lettuce_prep
14,23536716,94080188,cut_lettuce_core
14,94080188,97780720,cut_lettuce_post
14,98480821,101381238,place_lettuce_into_bowl_prep
14,101381238,103348187,place_lettuce_into_bowl_core
14,103348187,105581842,place_lettuce_into_bowl_post
14,106548647,121417451,cut_tomato_prep
14,121417451,137986499,cut_tomato_core
14,137986499,140886916,cut_tomato_post
14,199895397,201328937,cut_tomato_prep
14,201328937,249269160,cut_tomato_core
14,249269160,250869390,cut_tomato_post
14,250869390,252436282,place_tomato_into_bowl_prep
14,252436282,255803433,place_tomato_into_bowl_core
14,255803433,258137102,place_tomato_into_bowl_post
14,258503821,268238553,cut_cheese_prep
14,268238553,305577253,cut_cheese_core
14,305577253,309177771,cut_cheese_post
14,309177771,311644792,place_cheese_into_bowl_prep
14,311644792,313478389,place_cheese_into_bowl_core
14,313478389,315812058,place_cheese_into_bowl_post
14,316278792,317445626,mix_ingredients_prep
14,317445626,334114688,mix_ingredients_core
14,334114688,335314861,mix_ingredients_post
14,337381825,343982773,add_vinegar_prep
14,343982773,347416600,add_vinegar_core
14,347416600,351717218,add_vinegar_post
14,351717218,353650830,add_oil_prep
14,353650830,360085088,add_oil_core
14,360085088,362485433,add_oil_post
14,362985505,363152195,mix_dressing_prep
14,363152195,364852440,mix_dressing_core
14,364852440,365119145,mix_dressing_post
14,365119145,367252785,add_pepper_prep
14,367252785,377520927,add_pepper_core
14,377520927,378754438,add_pepper_post
14,379354524,381388150,add_salt_prep
14,381388150,384288567,add_salt_core
14,384288567,385822120,add_salt_post
14,385588753,392023012,mix_dressing_core
14,393189846,394323342,serve_salad_onto_plate_prep
14,394323342,403658017,serve_salad_onto_plate_core
14,403658017,405124895,serve_salad_onto_plate_post
14,406525096,409425513,add_dressing_prep
14,409425513,419593641,add_dressing_core
14,419593641,421227209,add_dressing_post
15,0,8101165,add_vinegar_prep
15,8101165,13068545,add_vinegar_core
15,13068545,18069264,add_vinegar_post
15,18502660,20202904,add_oil_prep
15,20202904,26103752,add_oil_core
15,26103752,31171147,add_oil_post
15,31671219,34071564,add_pepper_prep
15,34071564,36871966,add_pepper_core
15,36871966,37905448,add_pepper_post
15,37905448,39805721,add_salt_prep
15,39805721,42906167,add_salt_core
15,42906167,44839778,add_salt_post
15,44173016,44906455,mix_dressing_prep
15,44906455,52907605,mix_dressing_core
15,52907605,54041101,mix_dressing_post
15,56641475,60075301,cut_cucumber_prep
15,60075301,75244148,cut_cucumber_core
15,75244148,77944536,cut_cucumber_post
15,77944536,78978018,place_cucumber_into_bowl_prep
15,78978018,81745083,place_cucumber_into_bowl_core
15,81745083,84012075,place_cucumber_into_bowl_post
15,84012075,95780433,cut_lettuce_prep
15,95780433,164090251,cut_lettuce_core
15,164090251,166157215,cut_lettuce_post
15,166157215,168657575,place_lettuce_into_bowl_prep
15,168657575,171124596,place_lettuce_into_bowl_core
15,171124596,174758451,place_lettuce_into_bowl_post
15,176058638,179325775,cut_tomato_prep
15,179325775,260537447,cut_tomato_core
15,260537447,262704425,cut_tomato_post
15,263204497,265038094,place_tomato_into_bowl_prep
15,265038094,269372050,place_tomato_into_bowl_core
15,269372050,272605848,place_tomato_into_bowl_post
15,273005906,282407257,cut_cheese_prep
15,282407257,300809902,cut_cheese_core
15,300809902,302243441,cut_cheese_post
15,302243441,302976880,place_cheese_into_bowl_prep
15,302976880,308310980,place_cheese_into_bowl_core
15,308310980,309477815,place_lettuce_into_bowl_post
15,309644505,312444908,mix_ingredients_prep
15,312444908,328813927,mix_ingredients_core
15,328813927,329647380,mix_ingredients_post
15,329680718,334014675,serve_salad_onto_plate_prep
15,334014675,345282961,serve_salad_onto_plate_core
15,345282961,351717219,serve_salad_onto_plate_post
15,353017406,354017550,add_dressing_prep
15,354017550,364252354,add_dressing_core
15,364252354,365285836,add_dressing_post
16,0,8034488,cut_cheese_prep
16,8034488,28004025,cut_cheese_core
16,28004025,33604830,cut_cheese_post
16,33604830,42306081,cut_lettuce_prep
16,42306081,54307806,cut_lettuce_core
16,54307806,61142122,cut_lettuce_post
16,61142122,61675532,cut_cheese_prep
16,61675532,65009344,cut_cheese_core
16,65009344,65842797,cut_cheese_post
16,65842797,67443027,place_cheese_into_bowl_prep
16,65842797,67443027,place_lettuce_into_bowl_prep
16,67443027,68843228,place_cheese_into_bowl_core
16,67443027,68843228,place_lettuce_into_bowl_core
16,68843228,72777127,place_cheese_into_bowl_post
16,68843228,72777127,place_lettuce_into_bowl_post
16,79578105,81645068,peel_cucumber_prep
16,81645068,94613599,peel_cucumber_core
16,94613599,112116115,peel_cucumber_post
16,118250330,119583855,cut_cucumber_prep
16,119583855,123451077,cut_cucumber_core
16,123451077,124851278,cut_cucumber_post
16,124851278,125884760,place_cucumber_into_bowl_prep
16,125884760,127951724,place_cucumber_into_bowl_core
16,127951724,129785321,place_cucumber_into_bowl_post
16,132919105,140153478,cut_tomato_prep
16,140153478,206129627,cut_tomato_core
16,206129627,206729713,cut_tomato_post
16,206729713,208229929,place_tomato_into_bowl_prep
16,208229929,208529972,place_tomato_into_bowl_core
16,208529972,215130921,place_tomato_into_bowl_post
16,217331237,217664618,mix_ingredients_prep
16,217664618,222898704,mix_ingredients_core
16,222898704,224532272,mix_ingredients_post
16,230033063,239901148,add_vinegar_prep
16,239901148,242234817,add_vinegar_core
16,242234817,251369463,add_vinegar_post
16,253703132,264571360,add_oil_prep
16,264571360,267605130,add_oil_core
16,267605130,273105920,add_oil_post
16,276939805,279306812,add_pepper_prep
16,279306812,283274048,add_pepper_core
16,283274048,283974149,add_pepper_post
16,284507559,287041257,add_salt_prep
16,287041257,292242004,add_salt_core
16,292242004,292875428,add_salt_post
16,295109083,296475946,mix_dressing_prep
16,296475946,301209960,mix_dressing_core
16,301209960,306377369,mix_dressing_post
16,306410707,307344175,add_dressing_prep
16,307344175,311644793,add_dressing_core
16,311644793,314978605,add_dressing_post
16,315778720,322413007,mix_ingredients_prep
16,322446345,336114977,serve_salad_onto_plate_core
16,336114977,347549953,serve_salad_onto_plate_post
17,0,6000862,add_oil_prep
17,6000862,9301336,add_oil_core
17,9301336,12268430,add_oil_post
17,12968530,19769508,add_vinegar_prep
17,19769508,23836759,add_vinegar_core
17,23836759,27370600,add_vinegar_post
17,28004025,29304211,add_pepper_prep
17,29304211,37438714,add_pepper_core
17,37438714,39205635,add_pepper_post
17,39872397,42272742,add_salt_prep
17,42272742,44939792,add_salt_core
17,44939792,47673518,add_salt_post
17,51907460,53341000,mix_dressing_prep
17,53341000,61642193,mix_dressing_core
17,61642193,62775689,mix_dressing_post
17,66009487,71076882,cut_lettuce_prep
17,71076882,106748676,cut_lettuce_core
17,106748676,109382388,place_lettuce_into_bowl_prep
17,109382388,121884185,place_lettuce_into_bowl_core
17,121884185,124384544,place_lettuce_into_bowl_post
17,124617911,132118989,cut_tomato_prep
17,132118989,189393888,cut_tomato_core
17,189393888,191327499,place_tomato_into_bowl_prep
17,191327499,196761613,place_tomato_into_bowl_core
17,196761613,198861915,place_tomato_into_bowl_post
17,204629411,216731150,cut_cheese_prep
17,216731150,241668068,cut_cheese_core
17,241668068,243168283,cut_cheese_post
17,243168283,244435132,place_cheese_into_bowl_prep
17,244435132,254869965,place_cheese_into_bowl_core
17,254869965,257003605,place_cheese_into_bowl_post
17,260270741,263937935,peel_cucumber_prep
17,263937935,276073013,peel_cucumber_core
17,276073013,287908047,peel_cucumber_post
17,307344174,311544778,cut_cucumber_prep
17,311544778,362118713,cut_cucumber_core
17,362118713,369519777,cut_cucumber_post
17,369519777,371053331,place_cucumber_into_bowl_prep
17,371053331,374120438,place_cucumber_into_bowl_core
17,374120438,376220740,place_cucumber_into_bowl_post
17,379954610,393423213,mix_ingredients_core
17,393423213,394323342,mix_ingredients_post
17,394690061,397890521,add_dressing_prep
17,397890521,406291729,add_dressing_core
17,406291729,407191858,add_dressing_post
17,407758606,416293166,mix_ingredients_core
17,416326505,418226778,serve_salad_onto_plate_prep
17,418226778,430961941,serve_salad_onto_plate_core
17,430961941,433729006,serve_salad_onto_plate_post
18,0,10401495,add_oil_prep
18,10401495,20536285,add_oil_core
18,20536285,27970686,add_oil_post
18,27970686,33271448,add_vinegar_prep
18,33271448,41039231,add_vinegar_core
18,41039231,45406526,add_vinegar_post
18,46206641,47973561,add_pepper_prep
18,47973561,51174021,add_pepper_core
18,51174021,56274755,mix_dressing_core
18,56741488,57141546,add_pepper_prep
18,57141546,58608423,add_pepper_core
18,58608423,59575229,add_pepper_post
18,60108639,62742351,add_salt_prep
18,62742351,67343012,add_salt_core
18,67343012,68809890,add_salt_post
18,69409976,85512290,mix_dressing_core
18,85512290,86645786,mix_dressing_post
18,87312549,105748532,cut_lettuce_prep
18,105748532,114216416,cut_lettuce_core
18,114216416,115149883,cut_lettuce_post
18,115149883,116416732,place_lettuce_into_bowl_prep
18,116416732,120517321,place_lettuce_into_bowl_core
18,120517321,121150746,place_lettuce_into_bowl_post
18,121150746,122417595,cut_lettuce_prep
18,122417595,125818083,cut_lettuce_core
18,125818083,126718213,cut_lettuce_post
18,126384831,127585004,place_lettuce_into_bowl_prep
18,127585004,128185090,place_lettuce_into_bowl_core
18,128185090,135019406,place_lettuce_into_bowl_post
18,135019406,142887203,cut_tomato_prep
18,142887203,164823690,cut_tomato_core
18,164823690,165623805,cut_tomato_post
18,165623805,167090682,place_tomato_into_bowl_prep
18,167090682,169657718,place_tomato_into_bowl_core
18,169657718,183426363,cut_cheese_prep
18,183426363,199728706,cut_cheese_core
18,199728706,202262404,cut_cheese_post
18,202262404,203562591,place_cheese_into_bowl_prep
18,203562591,204229353,place_cheese_into_bowl_core
18,204229353,206763051,place_cheese_into_bowl_post
18,206763051,213897410,peel_cucumber_prep
18,213897410,231933335,peel_cucumber_core
18,231933335,234867090,peel_cucumber_post
18,234867090,241601391,cut_cucumber_prep
18,241601391,268171877,cut_cucumber_core
18,268171877,269038668,cut_cucumber_post
18,269038668,271272323,place_cucumber_into_bowl_prep
18,271272323,280907041,place_cucumber_into_bowl_core
18,280907041,282873990,place_cucumber_into_bowl_post
18,282873990,287774695,mix_ingredients_prep
18,287774695,302710175,mix_ingredients_core
18,302710175,304077038,mix_ingredients_post
18,304110376,316078763,serve_salad_onto_plate_prep
18,316078763,329480689,serve_salad_onto_plate_core
18,329480689,339182083,serve_salad_onto_plate_post
18,340415594,342482558,add_dressing_prep
18,342482558,357218009,add_dressing_core
18,357218009,358984930,add_dressing_post
19,0,8267855,add_oil_prep
19,8267855,13835322,add_oil_core
19,13835322,20302918,add_oil_post
19,21269724,25470327,add_vinegar_prep
19,25470327,29504240,add_vinegar_core
19,29504240,33271449,add_vinegar_post
19,33671506,35105045,add_pepper_prep
19,35105045,37505390,add_pepper_core
19,37505390,38505534,add_pepper_post
19,38372182,39905735,add_salt_prep
19,39905735,42372757,add_salt_core
19,42372757,43639605,add_salt_post
19,44106339,45306512,mix_dressing_prep
19,45306512,56041388,mix_dressing_core
19,56041388,57574942,mix_dressing_post
19,58408395,67076307,cut_lettuce_prep
19,67076307,78844665,cut_lettuce_core
19,78844665,83345312,cut_lettuce_post
19,86012362,89046132,place_lettuce_into_bowl_prep
19,89046132,91546491,place_lettuce_into_bowl_core
19,91546491,93013369,place_lettuce_into_bowl_post
19,93013369,102414720,cut_tomato_prep
19,102414720,113382963,cut_tomato_core
19,113382963,114483121,cut_tomato_post
19,114483121,115749970,place_tomato_into_bowl_prep
19,115749970,117516890,place_tomato_into_bowl_core
19,117516890,119150459,place_tomato_into_bowl_post
19,119550516,124917954,cut_cheese_prep
19,124917954,135986212,cut_cheese_core
19,135986212,136853003,cut_cheese_post
19,136853003,137186384,place_cheese_into_bowl_prep
19,137186384,139786758,place_cheese_into_bowl_core
19,139786758,144854153,place_cheese_into_bowl_post
19,144854153,148421332,peel_cucumber_prep
19,148421332,158156065,peel_cucumber_core
19,158156065,159456252,peel_cucumber_post
19,159456252,164757014,cut_cucumber_prep
19,164757014,167357387,cut_cucumber_core
19,167357387,169090970,place_cucumber_into_bowl_prep
19,169090970,170591185,place_cucumber_into_bowl_core
19,170591185,171991387,place_cucumber_into_bowl_post
19,171991387,175525228,mix_ingredients_prep
19,175525228,182659587,mix_ingredients_core
19,182659587,184193140,mix_ingredients_post
19,186526809,188993830,serve_salad_onto_plate_prep
19,188993830,195294736,serve_salad_onto_plate_core
19,195294736,201028894,serve_salad_onto_plate_post
19,201428951,202895829,add_dressing_prep
19,202895829,213830734,add_dressing_core
19,213830734,215764345,add_dressing_post
20,0,3367151,add_oil_prep
20,3367151,7234373,add_oil_core
20,7234373,13335250,add_oil_post
20,13835322,17935912,add_vinegar_prep
20,17935912,20136228,add_vinegar_core
20,20136228,24970256,add_vinegar_post
20,25503666,27537292,add_salt_prep
20,27537292,29870960,add_salt_core
20,29870960,31537867,add_salt_post
20,31237823,34271593,add_pepper_prep
20,34271593,36638600,add_pepper_core
20,36638600,37972125,add_pepper_post
20,38538873,39705707,mix_dressing_prep
20,39705707,47306800,mix_dressing_core
20,47306800,49607130,mix_dressing_post
20,51107346,53874410,peel_cucumber_prep
20,53874410,71210235,peel_cucumber_core
20,71210235,77777846,peel_cucumber_post
20,78144565,80911630,cut_cucumber_prep
20,80911630,111382676,cut_cucumber_core
20,111382676,114449783,cut_cucumber_post
20,113482978,123751120,cut_lettuce_prep
20,123751120,127384976,cut_lettuce_core
20,127384976,129585292,cut_lettuce_post
20,132052313,141353650,cut_cheese_prep
20,141353650,157255936,cut_cheese_core
20,157255936,160356382,cut_cheese_post
20,160689763,167524078,cut_tomato_prep
20,167524078,201728995,cut_tomato_core
20,201728995,205596217,cut_tomato_post
20,206162965,206596361,place_lettuce_into_bowl_prep
20,206596361,210263555,place_lettuce_into_bowl_core
20,210163540,211630418,place_cucumber_into_bowl_prep
20,211630418,216931180,place_cucumber_into_bowl_core
20,216931180,217697957,place_cucumber_into_bowl_post
20,217697957,219164834,place_tomato_into_bowl_prep
20,219164834,220198316,place_tomato_into_bowl_core
20,220198316,221365150,place_tomato_into_bowl_post
20,221365150,222832028,place_cheese_into_bowl_prep
20,222832028,225665768,place_cheese_into_bowl_core
20,225665768,229332962,mix_ingredients_core
20,229332962,230833178,mix_ingredients_post
20,231366588,232433408,add_dressing_prep
20,232433408,238567623,add_dressing_core
20,238567623,243401651,add_dressing_post
20,243401651,244735176,serve_salad_onto_plate_prep
20,244735176,252502959,serve_salad_onto_plate_core
20,252502959,254669937,serve_salad_onto_plate_post
21,0,12568473,cut_lettuce_prep
21,12568473,17002444,cut_lettuce_core
21,17002444,21136371,cut_lettuce_post
21,21136371,28670788,cut_cheese_prep
21,28670788,45239836,cut_cheese_core
21,45239836,48973706,cut_cheese_post
21,48973706,57741633,cut_tomato_prep
21,57741633,75344163,cut_tomato_core
21,75344163,79011356,cut_tomato_post
21,79011356,90479671,peel_cucumber_prep
21,90479671,117883610,peel_cucumber_core
21,117883610,125484703,peel_cucumber_post
21,126018113,128585148,cut_cucumber_prep
21,128585148,157689331,cut_cucumber_core
21,157689331,159222885,cut_cucumber_post
21,161289849,161889935,place_lettuce_into_bowl_prep
21,161889935,163056770,place_lettuce_into_bowl_core
21,163056770,163623518,place_lettuce_into_bowl_post
21,163623518,164790352,place_tomato_into_bowl_prep
21,164790352,166490596,place_tomato_into_bowl_core
21,166490596,167024006,place_tomato_into_bowl_post
21,167024006,168757589,place_cheese_into_bowl_prep
21,168757589,170424495,place_cheese_into_bowl_core
21,170424495,171024581,place_cheese_into_bowl_post
21,171024581,171324625,place_cucumber_into_bowl_prep
21,171324625,172391445,place_cucumber_into_bowl_core
21,172424783,173958336,mix_ingredients_core
21,173958336,177425501,mix_ingredients_post
21,178125602,181726120,add_oil_prep
21,181726120,184359831,add_oil_core
21,184359831,188060363,add_oil_post
21,188693788,192527672,add_vinegar_prep
21,192527672,194761326,add_vinegar_core
21,194761326,202062376,add_vinegar_post
21,201695656,203595930,add_pepper_prep
21,203595930,206129627,add_pepper_core
21,206129627,207363138,add_pepper_post
21,207063095,209996850,add_salt_prep
21,209996850,212363856,add_salt_core
21,212363856,214264130,add_salt_post
21,214530835,215464302,mix_dressing_prep
21,215464302,223432114,mix_dressing_core
21,223432114,229366300,mix_dressing_post
21,229999725,231833321,serve_salad_onto_plate_prep
21,231833321,238367594,serve_salad_onto_plate_core
21,238367594,239767795,serve_salad_onto_plate_post
21,240034500,241034644,add_dressing_prep
21,241034644,243801708,add_dressing_core
21,243801708,245701981,add_dressing_post
22,0,17135796,peel_cucumber_prep
22,17135796,46006613,peel_cucumber_core
22,46006613,50973993,peel_cucumber_post
22,51007331,54541173,cut_cucumber_prep
22,54541173,78577961,cut_cucumber_core
22,78577961,80778277,cut_cucumber_post
22,80778277,82045126,place_cucumber_into_bowl_prep
22,82045126,82578536,place_cucumber_into_bowl_core
22,82578536,83878723,place_cucumber_into_bowl_post
22,84245442,93680131,cut_cheese_prep
22,93680131,104715051,cut_cheese_core
22,104715051,105148446,cut_cheese_post
22,105148446,110449208,place_cheese_into_bowl_core
22,110449208,112482834,place_cheese_into_bowl_post
22,112782877,121684156,cut_lettuce_prep
22,121684156,132252342,cut_lettuce_core
22,132252342,134952730,cut_lettuce_post
22,134952730,136386269,place_lettuce_into_bowl_prep
22,136386269,137919823,place_lettuce_into_bowl_core
22,137919823,139486715,place_lettuce_into_bowl_post
22,139986787,146254354,cut_tomato_prep
22,146254354,180892666,cut_tomato_core
22,180892666,182892954,cut_tomato_post
22,183426364,184926579,place_tomato_into_bowl_prep
22,184926579,186326781,place_tomato_into_bowl_core
22,186326781,188327068,place_tomato_into_bowl_post
22,190260679,193861197,mix_ingredients_core
22,193861197,197161671,mix_ingredients_post
22,205262836,218031338,add_oil_prep
22,218031338,222031913,add_oil_core
22,222031913,226465883,add_oil_post
22,226232516,229866372,add_vinegar_prep
22,229866372,232166703,add_vinegar_core
22,232166703,236233954,add_vinegar_post
22,236133939,237900860,add_pepper_prep
22,237900860,241901435,add_pepper_core
22,241901435,242901579,add_pepper_post
22,243334974,247268873,add_salt_prep
22,247268873,249002456,add_salt_core
22,249002456,250369319,add_salt_post
22,250636024,251669506,mix_dressing_prep
22,251669506,259337274,mix_dressing_core
22,259337274,261070857,mix_dressing_post
22,263571216,266338281,serve_salad_onto_plate_prep
22,266338281,274106064,serve_salad_onto_plate_core
22,274106064,279840221,serve_salad_onto_plate_post
22,279840221,281840509,add_dressing_prep
22,281840509,298209528,add_dressing_core
22,298209528,300343168,add_dressing_post
23,0,7701106,cut_lettuce_prep
23,7701106,24203478,cut_lettuce_core
23,24203478,27270586,cut_lettuce_post
23,27270586,29204197,place_lettuce_into_bowl_prep
23,29204197,31671218,place_lettuce_into_bowl_core
23,31671218,33638168,place_lettuce_into_bowl_post
23,33638168,35271736,cut_cheese_prep
23,35271736,45973274,cut_cheese_core
23,45973274,47273461,cut_cheese_post
23,47273461,48273605,place_cheese_into_bowl_prep
23,48273605,50807302,place_cheese_into_bowl_core
23,50807302,52640899,place_cheese_into_bowl_post
23,52640899,58441733,peel_cucumber_prep
23,58441733,89646218,peel_cucumber_core
23,89646218,93880160,peel_cucumber_post
23,93880160,102314705,cut_cucumber_prep
23,102314705,114849840,cut_cucumber_core
23,114849840,116183365,cut_cucumber_post
23,116183365,116650099,place_cucumber_into_bowl_prep
23,116650099,124317868,place_cucumber_into_bowl_core
23,124317868,125284673,place_cucumber_into_bowl_post
23,125284673,130285392,cut_tomato_prep
23,130285392,152621936,cut_tomato_core
23,152621936,153822108,cut_tomato_post
23,154322180,155989086,place_tomato_into_bowl_prep
23,155989086,156522496,place_tomato_into_bowl_core
23,156522496,158022712,place_tomato_into_bowl_post
23,158656136,166790639,mix_ingredients_core
23,166790639,168990955,mix_ingredients_post
23,175591904,180159227,add_oil_prep
23,180159227,184326493,add_oil_core
23,184326493,186460133,add_oil_post
23,186026737,188493758,add_vinegar_prep
23,188493758,190960780,add_vinegar_core
23,190960780,196794951,add_vinegar_post
23,197428376,198728563,add_pepper_prep
23,198728563,201829008,add_pepper_core
23,201829008,203495915,add_pepper_post
23,202662461,204396044,add_salt_prep
23,204396044,206429670,add_salt_core
23,206429670,207696518,add_salt_post
23,208263266,209530115,mix_dressing_prep
23,209530115,213263985,mix_dressing_core
23,213664043,216597798,serve_salad_onto_plate_prep
23,216597798,221698531,serve_salad_onto_plate_core
23,221698531,227866084,serve_salad_onto_plate_post
23,229199609,231133220,add_dressing_prep
23,231133220,253736469,add_dressing_core
23,253736469,255003318,add_dressing_post
24,0,7634430,add_oil_prep
24,7634430,14035350,add_oil_core
24,14035350,20602961,add_oil_post
24,21003018,23936773,add_vinegar_prep
24,23936773,27570629,add_vinegar_core
24,27570629,35205060,add_vinegar_post
24,35971836,38172153,add_salt_prep
24,38172153,39805721,add_salt_core
24,39805721,41505965,add_salt_post
24,41972699,43539591,add_pepper_prep
24,43539591,46173303,add_pepper_core
24,46173303,49840496,add_pepper_post
24,50407245,58675100,mix_dressing_core
24,58675100,59775258,mix_dressing_post
24,60442020,75377500,cut_lettuce_prep
24,75377500,98947555,cut_lettuce_core
24,98947555,107182071,cut_lettuce_post
24,107648805,111049294,place_lettuce_into_bowl_prep
24,111049294,118150315,place_lettuce_into_bowl_core
24,116383394,124751263,cut_tomato_prep
24,118150315,119483840,place_lettuce_into_bowl_post
24,124751263,157622655,cut_tomato_core
24,157622655,160089676,cut_tomato_post
24,160089676,160923129,place_tomato_into_bowl_prep
24,160923129,163323474,place_tomato_into_bowl_core
24,163323474,165423776,place_tomato_into_bowl_post
24,165423776,194327930,peel_cucumber_prep
24,194327930,218964805,peel_cucumber_core
24,218964805,219898272,peel_cucumber_post
24,220264991,225265710,cut_cucumber_prep
24,225265710,252369606,cut_cucumber_core
24,252369606,253836483,cut_cucumber_post
24,254236541,257470339,peel_cucumber_prep
24,257470339,270138826,peel_cucumber_core
24,270138826,270705575,peel_cucumber_post
24,271038956,276339718,cut_cucumber_prep
24,276339718,290708450,cut_cucumber_core
24,290708450,292275341,cut_cucumber_post
24,292942104,302443470,place_cucumber_into_bowl_prep
24,302443470,304310405,place_cucumber_into_bowl_core
24,304310405,305810620,place_cucumber_into_bowl_post
24,306344030,314711900,cut_cheese_prep
24,314711900,341749119,cut_cheese_core
24,341749119,348783463,cut_cheese_post
24,348783463,350317017,place_cheese_into_bowl_prep
24,350317017,353617491,place_cheese_into_bowl_core
24,353617491,356684599,place_cheese_into_bowl_post
24,357751419,358818239,mix_ingredients_prep
24,358818239,369753144,mix_ingredients_core
24,369753144,371820108,mix_ingredients_post
24,371853446,380454682,add_dressing_prep
24,380454682,385555415,add_dressing_core
24,385555415,400724262,add_dressing_post
24,404791513,412792663,serve_salad_onto_plate_prep
24,412792663,422794101,serve_salad_onto_plate_core
24,422794101,425027755,serve_salad_onto_plate_post
25,0,12735164,add_oil_prep
25,12735164,18502660,add_oil_core
25,18502660,25170285,add_oil_post
25,25236961,31071133,add_vinegar_prep
25,31071133,38605549,add_vinegar_core
25,38605549,47373476,add_vinegar_post
25,48006900,51207360,add_salt_prep
25,51207360,53641043,add_salt_core
25,53641043,54974568,add_salt_post
25,55507978,57474928,add_pepper_prep
25,57474928,59675244,add_pepper_core
25,59675244,61175460,add_pepper_post
25,63042395,63309100,mix_dressing_prep
25,63309100,70243430,mix_dressing_core
25,70243430,71510278,mix_dressing_post
25,72110365,80678263,cut_tomato_prep
25,80678263,140953593,cut_tomato_core
25,140953593,141587017,cut_tomato_post
25,141587017,143987362,place_tomato_into_bowl_prep
25,143987362,146221016,place_tomato_into_bowl_core
25,146221016,148387995,place_tomato_into_bowl_post
25,151188397,161689906,cut_cheese_prep
25,161689906,188627111,cut_cheese_core
25,188627111,193594492,place_cheese_into_bowl_prep
25,193594492,196361556,place_cheese_into_bowl_core
25,196361556,198628549,place_cheese_into_bowl_post
25,199228635,212930605,cut_lettuce_prep
25,212930605,249835909,cut_lettuce_core
25,249835909,252536297,place_lettuce_into_bowl_prep
25,252536297,254503246,place_lettuce_into_bowl_core
25,254503246,256536872,place_lettuce_into_bowl_post
25,257003606,269238698,peel_cucumber_prep
25,269238698,295275773,peel_cucumber_core
25,295275773,296175903,peel_cucumber_post
25,296442608,305077182,cut_cucumber_prep
25,305077182,341615767,cut_cucumber_core
25,341615767,343082645,cut_cucumber_post
25,343082645,347649968,place_cucumber_into_bowl_prep
25,347649968,349883622,place_cucumber_into_bowl_core
25,349883622,352550672,place_cucumber_into_bowl_post
25,352817377,354750988,mix_ingredients_prep
25,354750988,363252210,mix_ingredients_core
25,363252210,364652411,mix_ingredients_post
25,365552541,371986799,serve_salad_onto_plate_prep
25,372020137,385188696,serve_salad_onto_plate_core
25,385188696,388689200,serve_salad_onto_plate_post
25,388922566,394823415,add_dressing_prep
25,394823415,401324349,add_dressing_core
25,401324349,403591341,add_dressing_post
26,0,4167266,add_pepper_prep
26,4167266,6434259,add_pepper_core
26,6434259,20302919,add_pepper_post
26,23036645,24136803,add_salt_prep
26,24136803,27137234,add_salt_core
26,27137234,28070702,add_salt_post
26,28770802,32271305,add_vinegar_prep
26,32271305,35171722,add_vinegar_core
26,35171722,37972125,add_vinegar_post
26,38472197,42306081,add_oil_prep
26,42306081,46506685,add_oil_core
26,46506685,49273749,add_oil_post
26,49607130,52040814,mix_dressing_prep
26,52040814,59041820,mix_dressing_core
26,59041820,60542035,mix_dressing_post
26,62809028,74944105,cut_cheese_prep
26,74944105,81911774,cut_cheese_core
26,81911774,82845241,cut_cheese_post
26,82845241,83612018,place_cheese_into_bowl_prep
26,83612018,85845672,place_cheese_into_bowl_core
26,85845672,87179197,place_cheese_into_bowl_post
26,87879298,103581555,cut_lettuce_prep
26,103581555,116316719,cut_lettuce_core
26,116316719,117550229,cut_lettuce_post
26,117483553,118583711,place_lettuce_into_bowl_prep
26,118583711,124684588,place_lettuce_into_bowl_core
26,124684588,125651394,place_lettuce_into_bowl_post
26,125651394,132185666,peel_cucumber_prep
26,132185666,139486715,peel_cucumber_core
26,139486715,144654125,peel_cucumber_post
26,144987506,146954455,cut_cucumber_prep
26,146954455,166590611,cut_cucumber_core
